scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Craugastor fitzingeri,2025-07-31 21:24:00 -0600,,"Pococi, Limon, CR",10.5606366667,-83.5121833333,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/302851947,https://static.inaturalist.org/photos/545821290/medium.jpg,maxvindas,302851947,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025-07-31T21:24,2025-07-31,2025-08-01 03:24:00 UTC,America/Costa_Rica,13,13,,open,false,,,4043156,Max Vindas Perez,2025-08-01 13:24:28 UTC,2025-08-04 12:15:23 UTC,research,,NA,843,false
Craugastor fitzingeri,2025-06-18 21:26:41 -0600,,"Radial Guápiles, Pococi, Limon, CR",10.2081633333,-83.789605,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/302752108,https://static.inaturalist.org/photos/545627640/medium.jpg,zyas,302752108,,Amphibia,65238,3,0,2025-06-18 21:26:41,2025-06-18,2025-06-19 03:26:41 UTC,America/Costa_Rica,4,4,,open,false,,,2634986,Zyas van der Maat,2025-08-01 00:36:53 UTC,2025-08-01 13:44:29 UTC,research,,NA,843,false
Craugastor fitzingeri,2024-09-21 20:57:19 -0600,,"FW2M+J4R, Heredia Province, Puerto Viejo de Sarapiqui, Costa Rica",10.4505222222,-84.0690666667,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/302634925,https://inaturalist-open-data.s3.amazonaws.com/photos/545419605/medium.jpg,jtayloratl,302634925,Fitzinger's Robber Frog,Amphibia,65238,1,0,2024-09-21 20:57:19,2024-09-21,2024-09-22 02:57:19 UTC,America/Costa_Rica,NA,NA,,open,false,gps,gps,6086923,,2025-07-31 16:03:55 UTC,2025-07-31 20:58:20 UTC,research,CC-BY-NC,NA,2,false
Craugastor fitzingeri,2025-07-02 20:04:00 -0600,,"Puntarenas, CR",9.3416081541,-83.8729483904,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/302634445,https://static.inaturalist.org/photos/545417460/medium.jpg,c_biologist,302634445,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025/07/02 8:04 PM,2025-07-02,2025-07-03 02:04:00 UTC,America/Costa_Rica,25,31245,obscured,open,true,,,8317547,Sam F,2025-07-31 16:01:36 UTC,2025-07-31 20:58:44 UTC,research,,NA,NA,false
Craugastor fitzingeri,2018-01-02 19:06:32 -0600,,"Calle Agujitas, Osa, Puntarenas, CR",8.6898966667,-83.666205,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/302503245,https://inaturalist-open-data.s3.amazonaws.com/photos/545173849/medium.jpg,jonny_utah,302503245,Fitzinger's Robber Frog,Amphibia,65238,1,0,2018-01-02 19:06:32,2018-01-02,2018-01-03 01:06:32 UTC,America/Costa_Rica,10,10,,open,false,,,9590900,Jonny_utah83,2025-07-31 01:28:58 UTC,2025-07-31 07:43:37 UTC,research,CC-BY-NC,NA,843,false
Craugastor fitzingeri,2025-07-28 20:30:00 -0600,,"Pococi, Limon, CR",10.5620966667,-83.5123533333,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/302334802,https://static.inaturalist.org/photos/544864708/medium.jpg,maxvindas,302334802,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025-07-28T20:30,2025-07-28,2025-07-29 02:30:00 UTC,America/Costa_Rica,47,47,,open,false,,,4043156,Max Vindas Perez,2025-07-30 12:51:59 UTC,2025-08-01 13:20:24 UTC,research,,NA,843,false
Craugastor fitzingeri,2025-07-27 19:30:58 -0600,,"FW3R+GMQ, Heredia, Puerto Viejo, Costa Rica",10.4527932,-84.0585336,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/302143532,https://static.inaturalist.org/photos/544508263/medium.jpg,jeffersom_03,302143532,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025-07-27 19:30:58,2025-07-27,2025-07-28 01:30:58 UTC,America/Costa_Rica,NA,NA,,open,false,gps,gps,6674627,Jeffersom Porras Agüero,2025-07-29 17:44:14 UTC,2025-07-30 00:47:42 UTC,research,,NA,2,false
Craugastor fitzingeri,2025-07-26 19:23:30 -0600,,"FW2P+XQ Finca el Bejuco, Heredia, Puerto Viejo, Costa Rica",10.451474,-84.0628267,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/302142520,https://static.inaturalist.org/photos/544506321/medium.jpg,jeffersom_03,302142520,Fitzinger's Robber Frog,Amphibia,65238,2,0,2025-07-26 19:23:30,2025-07-26,2025-07-27 01:23:30 UTC,America/Costa_Rica,NA,NA,,open,false,gps,gps,6674627,Jeffersom Porras Agüero,2025-07-29 17:40:19 UTC,2025-07-30 00:49:47 UTC,research,,NA,2,false
Craugastor fitzingeri,2025-07-26 19:23:54 -0600,,Refugio Lapa Verde,10.4520513024,-84.058281742,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/301562291,https://static.inaturalist.org/photos/543417690/medium.jpg,jorge_insecto,301562291,Ranita Común de Lluvia,Amphibia,65238,2,0,2025-07-26 19:23:54,2025-07-26,2025-07-27 01:23:54 UTC,America/Costa_Rica,207,207,,open,false,gps,gps,6674768,Jorge Vargas Del Río,2025-07-27 16:31:50 UTC,2025-07-28 20:32:46 UTC,research,,NA,2,false
Craugastor fitzingeri,2025-07-13 19:03:29 -0600,,"59FV+5C2, Limón, Pocora, Costa Rica",10.1729801,-83.6064361,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/301270116,https://static.inaturalist.org/photos/542870657/medium.jpg,jeffersom_03,301270116,Fitzinger's Robber Frog,Amphibia,65238,2,0,2025-07-13 19:03:29,2025-07-13,2025-07-14 01:03:29 UTC,America/Costa_Rica,NA,NA,,open,false,gps,gps,6674627,Jeffersom Porras Agüero,2025-07-26 17:56:43 UTC,2025-07-27 17:21:45 UTC,research,,NA,2,false
Craugastor fitzingeri,2025-07-13 18:56:49 -0600,,"59FV+5C2, Limón, Pocora, Costa Rica",10.1730059,-83.6064703,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/301269025,https://static.inaturalist.org/photos/542868895/medium.jpg,jeffersom_03,301269025,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025-07-13 18:56:49,2025-07-13,2025-07-14 00:56:49 UTC,America/Costa_Rica,NA,NA,,open,false,gps,gps,6674627,Jeffersom Porras Agüero,2025-07-26 17:52:29 UTC,2025-07-27 17:22:13 UTC,research,,NA,2,false
Craugastor fitzingeri,2025-07-19 19:06:30 -0600,,"R25Q+VP, Provincia de Puntarenas, Coto Brus, Linda Vista, Costa Rica",8.810483508,-82.9607104138,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/301098638,https://static.inaturalist.org/photos/542560010/medium.jpg,edixzg18,301098638,Ranita Común de Lluvia,Amphibia,65238,1,0,2025-07-19 19:06:30,2025-07-19,2025-07-20 01:06:30 UTC,America/Costa_Rica,199,199,,open,false,gps,gps,8032258,Edixio Zurdo,2025-07-26 02:29:22 UTC,2025-07-28 19:59:59 UTC,research,,NA,2,false
Craugastor fitzingeri,2025-07-13 20:16:00 -0600,,"Heredia Province, Sarapiqui, Costa Rica",10.3784750846,-83.9458954884,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/300531785,https://static.inaturalist.org/photos/541500966/medium.jpg,c_biologist,300531785,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025/07/13 8:16 PM,2025-07-13,2025-07-14 02:16:00 UTC,America/Costa_Rica,15,15,,open,false,,,8317547,Sam F,2025-07-23 23:24:19 UTC,2025-07-24 00:20:53 UTC,research,,NA,NA,false
Craugastor fitzingeri,2025-07-13 20:36:49 -0600,,"Calle San Francisco, Osa, Puntarenas, CR",8.9078966667,-83.3430716667,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/298680819,https://inaturalist-open-data.s3.amazonaws.com/photos/538034197/medium.jpg,greneric59,298680819,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025-07-13 20:36:49,2025-07-13,2025-07-14 02:36:49 UTC,America/Costa_Rica,6,6,,open,false,,,6463009,Eric Gren,2025-07-17 14:53:20 UTC,2025-07-30 01:15:45 UTC,research,CC-BY-NC,NA,843,false
Craugastor fitzingeri,2025-07-13 20:36:19 -0600,,"Palmar, Provincia de Puntarenas, Osa, Costa Rica",8.9078894,-83.3430728997,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/298670424,https://inaturalist-open-data.s3.amazonaws.com/photos/538015060/medium.jpg,jurassicbro238,298670424,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025-07-13 20:36:19,2025-07-13,2025-07-14 02:36:19 UTC,America/Costa_Rica,NA,NA,,open,false,gps,gps,5182884,Alessandro Franchini,2025-07-17 14:07:57 UTC,2025-07-24 15:09:10 UTC,research,CC-BY,NA,2,false
Craugastor fitzingeri,2006-06-04 19:23:00 -0600,,"Hotel Villa Lapas, Garabito, Puntarenas, CR",9.756810987,-84.6115953724,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/298583416,https://inaturalist-open-data.s3.amazonaws.com/photos/537846761/medium.jpg,imatak,298583416,Fitzinger's Robber Frog,Amphibia,65238,1,0,2006-06-04 20:23:00-05:00,2006-06-04,2006-06-05 01:23:00 UTC,America/Costa_Rica,29,29,,open,false,,,8284183,,2025-07-17 03:03:10 UTC,2025-07-17 22:02:50 UTC,research,CC-BY-NC,NA,3,false
Craugastor fitzingeri,2025-07-10 16:08:53 -0600,,"Altagracia, Nicaragua",11.4306222222,-85.5217944444,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/298057539,https://inaturalist-open-data.s3.amazonaws.com/photos/536845074/medium.jpg,emmyzeilstra,298057539,Craugastor fitzingeri,Amphibia,65238,2,0,2025-07-10 16:08:53,2025-07-10,2025-07-10 22:08:53 UTC,America/Managua,NA,NA,,open,false,gps,gps,7483458,,2025-07-15 02:20:07 UTC,2025-07-24 16:41:12 UTC,research,CC-BY-NC,NA,2,false
Craugastor fitzingeri,2025-07-11 18:56:44 -0600,,"Golfito, Provincia de Puntarenas, Golfito, Kostarika",8.7012055556,-83.2019805556,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/297862188,https://static.inaturalist.org/photos/536472726/medium.jpg,nikmilek,297862188,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025-07-11 18:56:44,2025-07-11,2025-07-12 00:56:44 UTC,America/Costa_Rica,NA,NA,,open,false,gps,gps,4939958,Nik Milek,2025-07-14 11:37:45 UTC,2025-07-14 21:25:21 UTC,research,,NA,2,false
Craugastor fitzingeri,2025-07-10 19:34:43 -0600,,"Golfito, Provincia de Puntarenas, Golfito, Kostarika",8.7001888889,-83.2035527778,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/297734098,https://static.inaturalist.org/photos/536226105/medium.jpg,nikmilek,297734098,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025-07-10 19:34:43,2025-07-10,2025-07-11 01:34:43 UTC,America/Costa_Rica,NA,NA,,open,false,gps,gps,4939958,Nik Milek,2025-07-13 22:31:09 UTC,2025-07-13 22:54:53 UTC,research,,NA,2,false
Craugastor fitzingeri,2018-03-01 23:23:00 -0600,,"San José, Puriscal, Costa Rica",9.6681757958,-84.3725887594,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/297659789,https://static.inaturalist.org/photos/536061446/medium.jpg,antoine2684,297659789,Craugastor fitzingeri,Amphibia,65238,2,0,2018/03/01 23:23,2018-03-01,2018-03-02 05:23:00 UTC,America/Costa_Rica,4501,4501,,open,false,,,7090273,Antoine Thivolle,2025-07-13 18:09:45 UTC,2025-07-14 09:19:55 UTC,research,,NA,NA,false
Craugastor fitzingeri,2018-03-07 05:01:00 -0600,,"San José, Puriscal, Costa Rica",9.6681757958,-84.3725887594,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/297659201,https://static.inaturalist.org/photos/536058348/medium.jpg,antoine2684,297659201,Craugastor fitzingeri,Amphibia,65238,2,0,2018/03/07 05:01,2018-03-07,2018-03-07 11:01:00 UTC,America/Costa_Rica,4501,4501,,open,false,,,7090273,Antoine Thivolle,2025-07-13 18:07:59 UTC,2025-07-14 09:20:32 UTC,research,,NA,NA,false
Craugastor fitzingeri,2025-06-19 21:00:00 -0600,,Guayacan Rainforest Reserve,10.0562320921,-83.5483131093,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/297595010,https://inaturalist-open-data.s3.amazonaws.com/photos/535954238/medium.jpg,mbiedermann,297595010,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025/06/19 9:00 PM,2025-06-19,2025-06-20 03:00:00 UTC,America/Costa_Rica,397,397,,open,false,,,3914719,Marvin Biedermann,2025-07-13 14:32:16 UTC,2025-07-13 15:50:55 UTC,research,CC-BY-NC,NA,NA,false
Craugastor fitzingeri,2025-06-17 20:29:00 -0600,,Refugio Lapa Verde,10.4588352565,-84.0578739036,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/297585884,https://inaturalist-open-data.s3.amazonaws.com/photos/535938084/medium.jpg,mbiedermann,297585884,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025/06/17 8:29 PM,2025-06-17,2025-06-18 02:29:00 UTC,America/Costa_Rica,959,959,,open,false,,,3914719,Marvin Biedermann,2025-07-13 13:58:02 UTC,2025-07-13 15:41:11 UTC,research,CC-BY-NC,NA,NA,false
Craugastor fitzingeri,2025-07-04 22:59:53 -0600,,"Golfito, Puntarenas, CR",8.6672366667,-83.2551116667,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/297584782,https://inaturalist-open-data.s3.amazonaws.com/photos/535946607/medium.jpg,mbiedermann,297584782,Fitzinger's Robber Frog,Amphibia,65238,2,0,2025-07-04 22:59:53,2025-07-04,2025-07-05 04:59:53 UTC,America/Costa_Rica,13,13,,open,false,,,3914719,Marvin Biedermann,2025-07-13 13:53:49 UTC,2025-07-24 11:43:15 UTC,research,CC-BY-NC,NA,843,false
Craugastor fitzingeri,2025-07-11 20:54:31 -0600,,"Limón, CR",10.1507876253,-83.5662854374,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/297474113,https://inaturalist-open-data.s3.amazonaws.com/photos/535738102/medium.jpg,emcarman,297474113,Ranita Común de Lluvia,Amphibia,65238,1,0,2025-07-11 20:54:31,2025-07-11,2025-07-12 02:54:31 UTC,America/Costa_Rica,NA,31208,obscured,open,true,gps,gps,3861665,,2025-07-13 02:46:20 UTC,2025-07-13 15:19:15 UTC,research,CC-BY-NC,NA,2,false
Craugastor fitzingeri,2025-07-05 20:21:00 -0600,,"Alajuela Province, San Ramón, 코스타리카",10.3837772021,-84.6191580966,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/297467915,https://static.inaturalist.org/photos/535718898/medium.jpg,galois,297467915,Craugastor fitzingeri,Amphibia,65238,1,0,2025/07/05 20:21,2025-07-05,2025-07-06 02:21:00 UTC,America/Costa_Rica,145,145,,open,false,,,2500102,Do-yoon Kim,2025-07-13 02:14:01 UTC,2025-07-13 15:52:44 UTC,research,,NA,NA,false
Craugastor fitzingeri,2025-07-11 20:19:00 -0600,,"Heredia, Sarapiquí, Costa Rica",10.4194817544,-84.0030669174,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/297312536,https://inaturalist-open-data.s3.amazonaws.com/photos/535426545/medium.jpg,floris_heemskerk,297312536,Craugastor fitzingeri,Amphibia,65238,1,0,2025/07/11 20:19,2025-07-11,2025-07-12 02:19:00 UTC,America/Costa_Rica,122,122,,open,false,,,5284514,,2025-07-12 15:46:50 UTC,2025-07-12 21:22:56 UTC,research,CC-BY-NC,NA,NA,false
Craugastor fitzingeri,2025-07-10 19:55:20 -0600,,Costa Rica,10.2147204943,-84.0033303522,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/297032926,https://inaturalist-open-data.s3.amazonaws.com/photos/534904096/medium.jpg,jendelagem,297032926,Fitzinger's Robber Frog,Amphibia,65238,3,0,2025-07-10 19:55:20-06:00,2025-07-10,2025-07-11 01:55:20 UTC,America/Costa_Rica,5,31199,obscured,open,true,,,3960615,,2025-07-11 15:10:21 UTC,2025-07-11 21:35:27 UTC,research,CC-BY-NC,NA,3,false
Craugastor fitzingeri,2025-05-09 19:33:00 -0500,,"Colón Province, Panama",9.5018361111,-79.6503138889,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/296581141,https://inaturalist-open-data.s3.amazonaws.com/photos/534039363/medium.jpg,mik_26,296581141,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025/05/09 7:33 PM,2025-05-09,2025-05-10 00:33:00 UTC,America/Panama,25,25,,open,false,,,4535830,,2025-07-09 19:24:33 UTC,2025-07-09 19:31:02 UTC,research,CC-BY-NC,NA,NA,false
Craugastor fitzingeri,2025-07-04 20:42:00 -0600,,"Heredia, Sarapiquí, Barrio Flaminia, Costa Rica",10.4318953657,-84.0047440859,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/295594992,https://static.inaturalist.org/photos/532149787/medium.jpg,tj4444,295594992,Fitzinger's Robber Frog,Amphibia,65238,1,0,2025/07/04 8:42 PM,2025-07-04,2025-07-05 02:42:00 UTC,America/Costa_Rica,8,8,,open,false,,,2843576,TJ Hastings,2025-07-06 04:19:50 UTC,2025-07-06 17:43:10 UTC,research,,NA,NA,false
Craugastor fitzingeri,2022-12-18 18:42:23 -0600,,"Calle San Rafael, San Ramon, Alajuela, CR",10.3907716667,-84.6097466667,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/295592575,https://static.inaturalist.org/photos/532152986/medium.jpg,biobritt,295592575,Fitzinger's Robber Frog,Amphibia,65238,1,0,2022-12-18 18:42:23,2022-12-18,2022-12-19 00:42:23 UTC,America/Costa_Rica,4,4,,open,false,,,3540086,Britt J,2025-07-06 04:04:33 UTC,2025-07-06 17:44:28 UTC,research,,NA,843,false
Craugastor fitzingeri,2025-06-27 18:50:56 -0500,Andrea Cáceres,"Bahía Solano, Chocó, Colombia",6.1204159997,-77.4409239997,,Fitzinger's Robber Frog,https://www.inaturalist.org/observations/295474828,https://inaturalist-open-data.s3.amazonaws.com/photos/531927811/medium.jpg,mujeresporlaconservacion,295474828,Ranita Común de Lluvia,Amphibia,65238,2,0,2025-06-27 18:50:56,2025-06-27,2025-06-27 23:50:56 UTC,Bogota,NA,NA,,open,false,gps,gps,8751690,Red de Mujeres por la Conservacion,2025-07-05 19:26:31 UTC,2025-07-16 22:33:31 UTC,research,CC-BY-NC,NA,2,false
